1;
2;21,29,54,
3;21,
4;
5;
6;
7;
8;12,
9;34,33,
10;
12;38,
14;16,
15;
16;14,3,
17;
18;17,
19;20,
20;61,36,14,16,
21;3,36,
23;47,
24;
25;24,
26;2,19,
27;28,
28;51,29,
29;51,28,
30;21,
31;51,
32;41,
33;10,
34;
35;49,82,
36;2,21,38,37,
37;2,39,
38;36,
39;37,
40;
41;32,
42;
43;
44;82,
46;19,
47;23,
48;23,
49;35,
50;
51;
52;51,54,56,55,
53;16,2,
54;52,2,
55;52,2,
56;52,2,53,
57;2,52,
58;16,
59;60,
60;59,
61;20,46,
62;
63;
64;
65;
66;
67;
68;
69;
70;
71;31,
72;
73;
74;
75;
76;51,
77;51,
78;
79;
81;
82;
83;
84;
85;
86;
87;84,
88;84,
89;
90;84,
91;84,
93;
94;
95;21,
96;
97;
98;
99;
100;
101;
102;
103;
104;
105;96,
106;36,
107;
108;
109;
110;
111;99,
112;
113;
114;
115;
116;
117;
118;
119;30,
120;30,
121;
122;
123;
125;
126;12,84,
127;
128;
129;
131;21,
132;
133;
134;
135;
138;
139;
140;
141;
142;
143;51,
144;
145;
148;
149;16,
150;16,
151;
152;
153;
154;
155;
156;3,
157;36,
158;20,
159;
160;
161;
162;84,
163;
164;
165;
166;51,
167;
168;
169;
170;
171;
172;
173;
174;
175;
176;
178;
179;
180;7,
181;
182;
183;
184;
186;
187;
188;
189;
191;
192;
194;
195;
196;
197;
198;
199;3,2,36,20,61,
200;21,2,26,
201;19,51,
202;
203;
204;23,
205;
206;
207;
208;
210;
211;
212;
213;56,
214;
215;
216;
217;
219;
220;82,14,
221;69,70,
222;
223;
224;
225;
226;
227;
228;
229;
230;
231;
232;
233;
234;
235;
236;
237;
238;
239;
240;
241;
242;
243;
244;
245;
246;
248;
249;
250;
251;
252;
253;
254;
255;
256;
257;
258;84,
259;
260;
261;
262;
263;
264;
265;
266;
268;
269;
270;
271;
272;21,37,
273;
274;
276;
277;
278;
279;
280;
281;
282;
283;
284;
285;
286;
287;
288;
289;
290;
291;51,
293;
294;36,
295;12,7,
296;
297;
298;
299;
300;
301;
302;3,2,51,
303;61,
304;36,
305;
306;35,
307;
308;
309;
310;
311;
312;
313;2,21,
314;
315;
316;36,2,
317;
318;
319;
320;
321;
322;
324;31,2,51,21,
325;
326;
327;
330;84,26,7,
331;
332;
333;
334;
335;
336;
337;
338;
340;
341;
342;
343;
344;
345;
346;
347;
348;20,
350;59,
351;
352;
353;
354;
355;
357;
358;
359;
360;
361;
362;
363;
364;
365;1,35,36,
368;
369;
370;
371;
374;36,
375;
376;15,
377;
378;3,
379;
380;51,26,
381;
382;
383;
384;
385;
386;
387;
388;
389;84,
394;
397;
398;16,
399;2,36,
400;
401;
402;
403;
404;96,
405;
406;
409;
410;
411;
412;
413;
414;
415;
416;
417;
418;65,
419;
420;
421;
422;
423;
424;
425;51,
426;
427;
428;
430;
431;
432;
433;
434;
435;
436;38,
438;
439;14,
440;
441;
442;
443;
444;36,
445;
446;
447;41,42,
448;41,
449;36,
450;
451;
452;
453;
454;21,2,3,36,
456;
457;2,
459;21,
460;
461;
462;19,61,46,
463;
464;
465;
466;2,
467;
468;
469;
470;24,
471;29,28,3,21,
472;
473;82,
476;43,
478;35,
479;
480;
481;
483;
485;
486;64,
488;
490;
491;3,
492;
493;3,
494;
495;
496;
497;
498;
499;
500;
501;
502;65,
503;
504;
505;
506;36,
507;
508;2,21,
509;
510;
511;
513;
514;
516;
517;
518;51,21,
519;
520;7,1,
521;
522;36,26,37,
523;
524;
525;84,
526;36,
527;
528;
529;19,
530;65,
531;
532;47,
533;38,
534;
535;2,71,30,
536;
537;
538;36,
539;
541;
542;36,
543;
544;
545;
546;
547;
548;26,51,36,19,2,
550;
551;
552;
553;
554;
555;
556;
557;
558;84,
559;
560;
561;
562;
563;
564;
565;
566;
567;
568;
569;
570;
571;
572;
573;
574;19,36,
576;21,2,37,
577;
578;
579;
580;
581;
582;
585;
586;
587;19,
588;
589;
590;
591;
592;
594;
595;
596;
597;
598;
600;
601;
602;
603;
604;
605;
606;
607;
608;
609;
610;
611;
612;
613;
615;
616;
618;
619;9,34,33,10,19,16,
620;
621;
622;
624;
625;
626;
627;36,16,15,
628;
629;50,35,33,34,10,49,36,38,47,23,
630;
631;
633;21,
634;
635;
636;
637;
638;52,
639;
640;
641;
642;
643;51,2,
644;53,2,
645;
646;
647;
648;
649;96,
650;
651;
652;
653;
654;
655;
